a1p,a3p,b3p
0.780034895284651,-0.000515611770933665,6.33249145144986e-05
0.780043881289627,-0.000515759792230985,6.3214166592531e-05
0.780043881289627,-0.000515759792230985,6.3214166592531e-05
0.780043902978962,-0.000515807155676114,6.32393104330633e-05
0.780043902978962,-0.000515807155676114,6.32393104330633e-05
0.780625707296086,-0.000521404511055873,6.10914868314454e-05
0.780625707296086,-0.000521404511055873,6.10914868314454e-05
0.780634928512222,-0.000521530036327635,6.10273291823624e-05
0.780634928512222,-0.000521530036327635,6.10273291823624e-05
0.780635000594397,-0.000521498640927167,6.10012085671457e-05
0.780635000594397,-0.000521498640927167,6.10012085671457e-05
0.78123518465516,-0.000527440032032582,5.87538561764247e-05
0.78123518465516,-0.000527440032032582,5.87538561764247e-05
0.781244476638678,-0.000527615867951115,5.86512507447609e-05
0.781244476638678,-0.000527615867951115,5.86512507447609e-05
0.781244444495304,-0.000527590148470801,5.8696385896191e-05
0.781244444495304,-0.000527590148470801,5.8696385896191e-05
0.78186316289369,-0.000533778454730289,5.62620295464846e-05
0.78186316289369,-0.000533778454730289,5.62620295464846e-05
0.781872362826035,-0.00053393649416413,5.61212143666084e-05
0.781872362826035,-0.00053393649416413,5.61212143666084e-05
0.781872244201422,-0.000533907720854947,5.6150745990555e-05
0.781872244201422,-0.000533907720854947,5.6150745990555e-05
0.782509318161546,-0.000540386068553866,5.35433771991215e-05
0.782509318161546,-0.000540386068553866,5.35433771991215e-05
0.782518840376098,-0.000540559146745253,5.34707087612248e-05
0.782518840376098,-0.000540559146745253,5.34707087612248e-05
0.782518909382953,-0.000540521591694027,5.34464444262151e-05
0.782518909382953,-0.000540521591694027,5.34464444262151e-05
0.7831748610284,-0.000547305120327837,5.06508968253109e-05
0.7831748610284,-0.000547305120327837,5.06508968253109e-05
0.783184244748683,-0.000547493727940841,5.05685257149664e-05
0.783184244748683,-0.000547493727940841,5.05685257149664e-05
0.783184071104719,-0.000547505419026637,5.05592116142747e-05
0.783184071104719,-0.000547505419026637,5.05592116142747e-05
0.783858905036903,-0.000554597533252685,4.75715364864684e-05
0.783858905036903,-0.000554597533252685,4.75715364864684e-05
0.783868315062515,-0.000554736550805309,4.74772764378018e-05
0.783868315062515,-0.000554736550805309,4.74772764378018e-05
0.783868390435369,-0.000554744029086922,4.74712273802234e-05
0.783868390435369,-0.000554744029086922,4.74712273802234e-05
0.78456208220838,-0.00056218463491689,4.42557255955755e-05
0.78456208220838,-0.00056218463491689,4.42557255955755e-05
0.784571416454213,-0.000562383282741973,4.41264051053385e-05
0.784571416454213,-0.000562383282741973,4.41264051053385e-05
0.784571477319508,-0.000562399168772242,4.40983313820724e-05
0.784571477319508,-0.000562399168772242,4.40983313820724e-05
0.785284198060059,-0.000570194652561811,4.06467473688901e-05
0.785284198060059,-0.000570194652561811,4.06467473688901e-05
0.785293658220082,-0.00057037334845257,4.05140912604398e-05
0.785293658220082,-0.00057037334845257,4.05140912604398e-05
0.785293835046144,-0.000570375991201865,4.05419837508983e-05
